epoch,trainingMSE,testingMSE
68,105.1773463474594,173.7667064076757
69,103.74413451406289,171.8286342316002
70,102.33849623092404,169.92130420915393
71,100.95967165230415,168.04394699630794
72,99.60693371835586,166.19582451097625
73,98.27958600445264,164.37622799905174
74,96.97696075352064,162.5844762726847
75,95.69841707323788,160.8199141013901
76,94.4433392819871,159.08191073893755
77,93.21113538921931,157.3698585710678
78,92.00123569743856,155.6831718709073
79,90.81309151438583,154.02128565056566
80,89.6461739652048,152.38365459880816
81,88.49997289543487,150.7697520959325
82,87.37399585661844,149.17906929805764
83,86.26776716714156,147.6111142839805
84,85.18082704166773,146.0654112585787
85,84.11273078318064,144.5414998074611
86,83.06304803223829,143.03893419819636
87,82.03136206856189,141.55728272399722
88,81.01726916054885,140.0961270862183
89,80.02037795871709,138.65506181244226
90,79.04030892946028,137.2336937072907
91,78.07669382582846,135.83164133341597
92,77.12917519235019,134.44853452040275
93,76.19740590118165,133.08401389955176
94,75.28104871711254,131.73773046272603
95,74.37977588917734,130.409345143624
96,73.49326876681947,129.09852842000308
97,72.62121743873435,127.80495993551826
98,71.76332039267915,126.52832813996179
99,70.91928419468448,125.26832994679678
100,70.08882318623556,124.02467040697466
101,69.27165919811064,122.7970623981054
102,68.46752127967537,121.58522632812678
103,67.6761454425301,120.38888985268152
104,66.89727441749794,119.20778760546916
105,66.13065742402468,118.04166094089199
106,65.37604995113578,116.89025768835904
107,64.63321354916535,115.7533319176549
108,63.90191563153331,114.630643714816
109,63.18192928590562,113.52195896799158
110,62.473033094123174,112.42704916279753
111,61.77501096033416,111.3456911866986
112,61.08765194680742,110.27766714198083
113,60.41075011694473,109.2227641668993
114,59.74410438504692,108.1807742646088
115,59.08751837242179,107.15149413950515
116,58.44080026945327,106.1347250406235
117,57.80376270327908,105.1302726117588
118,57.17622261075054,104.13794674798883
119,56.558001116371734,103.1575614582971
120,55.948923414937575,102.18893473400733
121,55.34881865861005,101.23188842275458
122,54.757519848190874,100.28624810773282
123,54.1748637283658,99.35184299196895
124,53.60069068671131,98.42850578738819
125,53.034844656269215,97.51607260844415
126,52.477173021507944,96.61438287009969
127,51.92752652750152,95.72327918995396
128,51.38575919216875,94.84260729432181
129,50.851728221425354,93.972215928079
130,50.325293927111794,93.11195676809855
131,49.80631964756827,92.26168434010938
132,49.29467167073627,91.42125593881804
133,48.79021915967463,90.59053155114114
134,48.292834080383976,89.76937378240483
135,47.802391131840636,88.9576477853727
136,47.31876767814708,88.15522119197216
137,46.84184368271106,87.36196404759441
138,46.371501644371506,86.57774874784978
139,45.90762653539343,85.8024499776661
140,45.45010574125871,85.035944652623
141,44.998829002183854,84.27811186242045
142,44.55368835629964,83.52883281638488
143,44.114578084430754,82.78799079092119
144,43.681394656417545,82.05547107882282
145,43.25403667892413,81.33116094035746
146,42.83240484468085,80.61494955604921
147,42.41640188311122,79.90672798108191
148,42.00593251229588,79.20638910125318
149,41.600903392228936,78.5138275904104
150,41.20122307932369,77.82893986930503
151,40.80680198212678,77.15162406580392
152,40.41755231820218,76.4817799763989
153,40.033388072147545,75.81930902896003
154,39.654224954707594,75.1641142466796
155,39.27998036295035,74.51610021315649
156,38.9105733414738,73.87517303857427
157,38.545924544611815,73.24124032692683
158,38.18595619960935,72.61421114424903
159,37.83059207073803,71.99399598781125
160,37.479757424324944,71.3805067562387
161,37.133378994667716,70.77365672051916
162,36.79138495081047,70.17336049586243
163,36.45370486415618,69.57953401437928
164,36.12026967689159,68.99209449854702
165,35.79101167120187,68.41096043543136
166,35.46586443925319,67.83605155163549
167,35.144762853921485,67.26728878894876
168,34.827643040247416,66.70459428066832
169,34.514442347597175,66.14789132856846
170,34.205099322510215,65.59710438049395
171,33.89955368221523,65.05215900855399
172,33.59774628879634,64.51298188789507
173,33.299619123992194,63.979500776031664
174,33.0051152646109,63.451644492715175
175,32.7141788585447,62.92934290032116
176,32.42675510136817,62.41252688473752
177,32.14279021350499,61.90112833673568
178,31.862231417947843,61.39508013380803
179,31.585026918517475,60.89431612245563
180,31.31112587864644,60.398771100911425
181,31.040478400674054,59.908380802283425
182,30.77303550563928,59.42308187810437
183,30.508749113558586,58.942811882274654
184,30.247572024176243,58.467509255384876
185,29.989457898175033,57.99711330940628
186,29.73436123883528,57.531564212737
187,29.48223737413085,57.07080297559303
188,29.23304243925092,56.61477143573232
189,28.98673335953654,56.16341224450229
190,28.74326783382144,55.71666885320031
191,28.5026043181668,55.274485499737594
192,28.26470200997986,54.836807195596975
193,28.029520832506744,54.40357971307617
194,27.797021419689827,53.974749572807454
195,27.567165101380535,53.55026403154563
196,27.339913888898547,53.13007107021657
197,27.11523046092858,52.71411938221828
198,26.893078149746255,52.30235836196766
199,26.67342092776482,51.89473809368527
200,26.456223394394467,51.491209340411935
201,26.24145076320655,51.09172353325
202,26.02906884939494,50.69623276082327
203,25.819044057527044,50.304689758949635
204,25.61134336957735,49.91704790051996
205,25.405934333236125,49.533261185578276
206,25.202785050486792,49.15328423159719
207,25.0018641664449,48.777072263943545
208,24.80314085845233,48.40458110652924
209,24.60658482542031,48.035767172642196
210,24.412166277415157,47.670587455952536
211,24.21985592548052,47.30899952169002
212,24.029624971690367,46.950961497987386
213,23.84144509942694,46.59643206738625
214,23.65528846387816,46.24537045850061
215,23.47112768274897,45.89773643783464
216,23.28893582718137,45.55349030175044
217,23.10868641287795,45.212592868582114
218,22.93035339142396,44.87500547089264
219,22.753911141803034,44.54068994787027
220,22.579334462101627,44.20960863786032
221,22.40659856139785,43.881724371029954
222,22.23567905182984,43.55700046216217
223,22.06655194083955,43.235400703576374
224,21.899193623587447,42.91688935817209
225,21.733580875534106,42.60143115259341
226,21.569690845184574,42.28899127051091
227,21.407501046991474,41.97953534601883
228,21.246989354413138,41.673029457144615
229,21.0881339931229,41.369440119468194
230,20.93091353436584,41.068734279848755
231,20.775306888459692,40.770879310256575
232,20.621293298435937,40.475843001707474
233,20.468852333818315,40.18359355829778
234,20.317963884534908,39.89409959133762
235,20.168608154960985,39.60733011358027
236,20.020765658089147,39.32325453354578
237,19.87441720982409,39.04184264993659
238,19.72954392339866,38.76306464614351
239,19.5861272039085,38.48689108483986
240,19.444148742962543,38.213292902662154
241,19.303590513446352,37.94224140497571
242,19.164434764395878,37.6737082607229
243,19.026664015978888,37.40766549735311
244,18.890261054581636,37.144085495832265
245,18.755208927998122,36.88294098573038
246,18.621490940719745,36.62420504038585
247,18.489090649322844,36.36785107214481
248,18.35799185795192,36.113852827674144
249,18.228178613896244,35.86218438334667
250,18.09963520325776,35.61282014069723
251,17.972346146708045,35.36573482194831
252,17.84629619533244,35.120903465603746
253,17.72147032655911,34.87830142210953
254,17.597853740171296,34.637904349580246
255,17.475431854400647,34.399688209589804
256,17.354190302100005,34.1636292630259
257,17.234114926993495,33.929704066006146
258,17.11519178000255,33.697889465855646
259,16.99740711564578,33.46816259714426
260,16.880747388511203,33.24050087778294
261,16.765199249799192,33.01488200517776
262,16.650749543934474,32.791283952440864
263,16.53738530524559,32.56968496465731
264,16.425093754710485,32.35006355520668
265,16.31386229676643,32.132398502138685
266,16.203678516183174,31.916668844601823
267,16.094530174997676,31.702853879324152
268,15.986405209509101,31.49093315714515
269,15.879291727332795,31.280886479598305
270,15.773178004511893,31.072693895542834
271,15.668052482685237,30.866335697844388
272,15.563903766310442,30.66179242010366
273,15.460720619940842,30.459044833432017
274,15.358491965555185,30.258073943273548
275,15.257206879938767,30.058860986272812
276,15.156854592115147,29.861387427187292
277,15.057424480827098,29.66563495584419
278,14.958906072065819,29.47158548414055
279,14.861289036647324,29.27922114308621
280,14.764563187835137,29.088524279888787
281,14.668718479008003,28.89947745508014
282,14.573745001371922,28.71206343968358
283,14.479632981715438,28.526265212421198
284,14.386372780207221,28.34206595696077
285,14.293954888235081,28.1594490592015
286,14.202369926285558,27.978398104598064
287,14.111608641863175,27.79889687552253
288,14.021661907448536,27.620929348663047
289,13.93252071849442,27.44447969245955
290,13.844176191459136,27.269532264575183
291,13.756619561876231,27.096071609403282
292,13.669842182459956,26.924082455609323
293,13.583835521245573,26.75354971370721
294,13.49859115976387,26.584458473669468
295,13.414100791249172,26.416794002570942
296,13.330356218880118,26.25054174226522
297,13.247349354052488,26.085687307093565
298,13.165072214683539,25.922216481625743
299,13.083516923547068,25.760115218432173
300,13.002675706638618,25.599369635887353
301,12.922540891570304,25.43996601600356
302,12.84310490599438,25.281890802294644
303,12.76436027605536,25.125130597669664
304,12.686299624869692,24.969672162355458
305,12.60891567103277,24.81550241184823
306,12.532201227152468,24.662608414893377
307,12.45614919840887,24.51097739149325
308,12.380752581139493,24.36059671094252
309,12.3060044614496,24.211453889890777
310,12.231898013847054,24.063536590431564
311,12.158426499901234,23.916832618218194
312,12.08558326692553,23.771329920605247
313,12.013361746682932,23.627016584815845
314,11.941755454114269,23.483880836134016
315,11.870757986088654,23.341911036122223
316,11.800363020175665,23.201095680863112
317,11.730564313438887,23.061423399225514
318,11.661355701250299,22.922882951154573
319,11.592731096125226,22.78546322598489
320,11.524684486577309,22.64915324077717
321,11.457209935993253,22.513942138677603
322,11.39030158152681,22.379819187299677
323,11.323953633011767,22.246773777128286
324,11.258160371893414,22.114795419945636
325,11.192916150178343,21.983873747278665
326,11.128215389401985,21.853998508867882
327,11.064052579613724,21.725159571157015
328,11.000422278379157,21.59734691580326
329,10.937319109799216,21.470550638208085
330,10.874737763545813,21.344760946067943
331,10.812672993913647,21.219968157944866
332,10.751119618887955,21.096162701856517
333,10.690072519227822,20.973335113885486
334,10.629526637564826,20.8514760368076
335,10.569476977516644,20.73057621873893
336,10.50991860281538,20.610626511800984
337,10.45084663645041,20.491617870804557
338,10.392256259825288,20.373541351951026
339,10.334142711928644,20.256388111551612
340,10.276501288518697,20.140149404763864
341,10.219327341321158,20.02481658434547
342,10.162616277240266,19.910381099424917
343,10.106363557582739,19.79683449428882
344,10.050564697294368,19.684168407185762
345,9.995215264209028,19.57237456914638
346,9.940310878309898,19.461444802819326
347,9.885847211002615,19.351371021323096
348,9.831819984400246,19.2421452271135
349,9.778224970619684,19.13375951086623
350,9.725057991089434,19.026206050374746
351,9.672314915868554,18.91947710946297
352,9.619991662976366,18.813565036912685
353,9.568084197733025,18.70846226540552
354,9.516588532110514,18.604161310479046
355,9.465500724093994,18.500654769497125
356,9.414816877053296,18.397935320634044
357,9.364533139124374,18.295995721872345
358,9.314645702600513,18.194828810014258
359,9.265150803333123,18.094427499706317
360,9.216044720142055,17.994784782477172
361,9.167323774235046,17.89589372578836
362,9.118984328636362,17.79774747209769
363,9.07102278762433,17.70033923793554
364,9.023435596177615,17.60366231299312
365,8.976219239430216,17.507710059223275
366,8.929370242134793,17.412475909953304
367,8.88288516813442,17.317953369009523
368,8.83676061984245,17.224136009853776
369,8.79099323773043,17.131017474731298
370,8.745579699823884,17.038591473830028
371,8.700516721205865,16.94685178445132
372,8.655801053528103,16.855792250191488
373,8.611429484529607,16.76540678013442
374,8.567398837562688,16.675689348055037
375,8.523705971126123,16.586633991633096
376,8.480347778405479,16.498234811677797
377,8.43732118682035,16.410485971362505
378,8.3946231575785,16.32338169546972
379,8.352250685236715,16.23691626964607
380,8.310200797268271,16.151084039667232
381,8.268470553636938,16.06587941071259
382,8.227057046377308,15.981296846649498
383,8.18595739918151,15.897330869327044
384,8.145168766992002,15.81397605787924
385,8.10468833560053,15.731227048037363
386,8.064513321252955,15.649078531451346
387,8.024640970260027,15.567525255020243
388,7.985068558613932,15.486562020231503
389,7.945793391610427,15.406183682508944
390,7.9068128034766545,15.326385150569353
391,7.868124157004368,15.247161385787539
392,7.829724843188578,15.168507401569732
393,7.791612280871503,15.09041826273529
394,7.75378391639172,15.012889084906519
395,7.716237223238428,14.93591503390638
396,7.6789697017108,14.859491325164303
397,7.6419788785822345,14.783613223129693
398,7.60526230676952,14.708276040693054
399,7.568817565006768,14.63347513861481
400,7.532642257524095,14.559205924961535
401,7.496734013730891,14.485463854549568
402,7.461090487903711,14.412244428395892
403,7.425709358878587,14.339543193176137
404,7.390588329747814,14.267355740689734
405,7.355725127561028,14.195677707331956
406,7.321117503030578,14.124504773572838
407,7.286763230241108,14.053832663442918
408,7.252660106363253,13.983657144025605
409,7.218805951371392,13.913974024956266
410,7.185198607765434,13.844779157927453
411,7.151835940296503,13.77606843620103
412,7.118715835696524,13.707837794126249
413,7.0858362024116115,13.640083206664157
414,7.053194970339172,13.572800688918264
415,7.020790090568762,13.505986295671022
416,6.988619535126504,13.439636120926536
417,6.956681296723134,13.373746297458988
418,6.924973388505516,13.308312996366938
419,6.893493843811649,13.243332426633405
420,6.862240715929071,13.178800834691433
421,6.831212077856584,13.114714503995414
422,6.800406022069332,13.051069754597789
423,6.769820660287053,12.987862942731224
424,6.739454123245622,12.925090460396111
425,6.709304560471624,12.862748734953305
426,6.679370140060096,12.80083422872212
427,6.649649048455323,12.739343438583402
428,6.620139490234577,12.678272895587664
429,6.590839687894849,12.617619164568262
430,6.561747881642481,12.557378843759414
431,6.532862329185664,12.497548564419072
432,6.504181305529721,12.438124990456652
433,6.475703102775197,12.379104818065384
434,6.4474260299186765,12.32048477535939
435,6.4193484126562845,12.262261622015327
436,6.3914685931898125,12.204432148918476
437,6.363784930035481,12.146993177813524
438,6.336295797835269,12.089941560959389
439,6.308999587170725,12.033274180788718
440,6.281894704379353,11.97698794957156
441,6.25497957137336,11.921079809083114
442,6.228252625460847,11.86554673027589
443,6.201712319169425,11.810385712955812
444,6.175357120072095,11.755593785462455
445,6.149185510615491,11.701168004353153
446,6.123195987950356,11.647105454091264
447,6.097387063764286,11.59340324673814
448,6.071757264116641,11.540058521649017
449,6.046305129275697,11.487068445172643
450,6.021029213557817,11.434430210354751
451,5.995928085168844,11.38214103664501
452,5.971000326047512,11.330198169607856
453,5.946244531710886,11.278598880636682
454,5.921659311101871,11.227340466671759
455,5.89724328643864,11.176420249921433
456,5.872995093066081,11.125835577586997
457,5.8489133793090655,11.075583821590742
458,5.8249968063277695,11.025662378307496
459,5.801244047974712,10.976068668299478
460,5.777653790653722,10.926800136054197
461,5.754224733180666,10.877854249725866
462,5.730955586646048,10.829228500879774
463,5.707845074279246,10.780920404239865
464,5.684891931314601,10.732927497439428
465,5.662094904859131,10.685247340774724
466,5.639452753762008,10.63787751696178
467,5.616964248485606,10.590815630895957
468,5.594628170978273,10.544059309414578
469,5.5724433145486545,10.497606201062498
470,5.550408483741617,10.451453975860227
471,5.528522494215797,10.405600325075245
472,5.506784172622596,10.360042960995846
473,5.485192356486783,10.31477961670771
474,5.463745894088547,10.269808045873303
475,5.442443644347052,10.225126022513871
476,5.42128447670543,10.18073134079401
477,5.400267271017251,10.136621814808922
478,5.379390917434355,10.092795278374174
479,5.358654316296115,10.049249584817966
480,5.3380563780200765,10.005982606775941
481,5.317596022993945,9.962992235988404
482,5.297272181468908,9.920276383099973
483,5.277083793454274,9.877832977461694
484,5.257029808613443,9.835659966935339
485,5.237109186161105,9.793755317700247
486,5.217320894761765,9.75211701406236
487,5.1976639124294595,9.710743058265477
488,5.17813722642872,9.669631470304818
489,5.158739833176781,9.628780287742812
490,5.1394707381469384,9.588187565527033
491,5.120328955773084,9.547851375810257
492,5.101313509355469,9.507769807772675
493,5.082423430967523,9.467940967446248
494,5.063657761363855,9.428362977541044
495,5.045015549889371,9.389033977273638
496,5.026495854389486,9.349952122197607
497,5.008097741121371,9.311115584035885
498,4.989820284666365,9.272522550515172
499,4.971662567843353,9.23417122520228
500,4.953623681623227,9.19605982734231
501,4.935702725044363,9.158186591698827
502,4.917898805129115,9.1205497683958
503,4.900211036801298,9.083147622761425
504,4.882638542804663,9.045978435173783
505,4.865180453622339,9.009040500908267
506,4.847835907397223,8.972332129986713
507,4.830604049853348,8.93585164702841
508,4.813484034218146,8.89959739110274
509,4.79647502114563,8.863567715583548
510,4.77957617864053,8.82776098800511
511,4.762786681983277,8.792175589919948
512,4.746105713655878,8.756809916758078
513,4.729532463268671,8.721662377687979
514,4.713066127487946,8.686731395479143
515,4.6967059099643995,8.652015406366184
516,4.680451021262429,8.617512859914529
517,4.664300678790264,8.583222218887567
518,4.648254106730891,8.54914195911544
519,4.632310535973801,8.515270569365201
520,4.616469204047514,8.481606551212545
521,4.600729355052922,8.448148418914872
522,4.5850902395973305,8.414894699285984
523,4.56955111472936,8.381843931572066
524,4.554111243874511,8.348994667328975
525,4.5387698967715275,8.316345470301208
526,4.5235263494094715,8.283894916301971
527,4.508379883965504,8.251641593094671
528,4.493329788743432,8.219584100275778
529,4.478375358112894,8.18772104915908
530,4.4635158924493,8.156051062660968
531,4.448750698074396,8.124572775187326
532,4.4340790871975795,8.09328483252146
533,4.419500377857802,8.062185891713433
534,4.405013893866206,8.03127462097047
535,4.390618964749349,8.000549699548772
536,4.376314925693122,7.970009817646377
537,4.362101117487287,7.939653676297276
538,4.347976886470582,7.909479987266773
539,4.3339415844765705,7.879487472947825
540,4.319994568779963,7.849674866258738
541,4.3061352020436425,7.820040910541818
542,4.292362852266233,7.790584359463301
543,4.278676892730273,7.761303976914229
544,4.265076701950945,7.732198536912535
545,4.251561663625433,7.703266823506112
546,4.238131166582778,7.674507630677074
547,4.224784604734333,7.645919762246907
548,4.211521377024754,7.617502031782814
549,4.198340887383549,7.589253262504949
550,4.185242544677145,7.561172287194759
551,4.172225762661477,7.53325794810428
552,4.159289959935157,7.505509096866417
553,4.146434559893089,7.477924594406266
554,4.1336589906806225,7.450503310853311
555,4.120962685148235,7.423244125454561
556,4.10834508080668,7.396145926488823
557,4.095805619782622,7.369207611181577
558,4.083343748774798,7.342428085621092
559,4.070958919010618,7.3158062646752455
560,4.05865058620324,7.289341071909298
561,4.046418210509156,7.263031439504547
562,4.034261256486185,7.236876308177898
563,4.022179193051952,7.210874627102213
564,4.010171493442813,7.185025353827608
565,3.998237635173228,7.159327454203528
566,3.986377099995557,7.133779902301591
567,3.9745893738603084,7.108381680339535
568,3.9628739468768215,7.083131778605553
569,3.9512303132743356,7.058029195383796
570,3.939657971363528,7.033072936880463
571,3.928156423498411,7.0082620171508
572,3.9167251760386947,6.983595458026755
573,3.9053637393124894,6.95907228904549
574,3.894071627579488,6.934691547378601
575,3.882848358994447,6.9104522777621105
576,3.871693455571124,6.886353532427191
577,3.8606064431465756,6.862394371031575
578,3.849586851345838,6.838573860591799
579,3.838634213546985,6.814891075416001
580,3.8277480668465342,6.791345097037562
581,3.8169279520252792,6.76793501414938
582,3.806173413514378,6.744659922538844
583,3.7954839993619163,6.721518925023398
584,3.7848592611997467,6.698511131386991
585,3.7742987542106965,6.675635658316968
586,3.763802037096134,6.652891629341744
587,3.75336867204383,6.630278174769062
588,3.74299822469624,6.607794431624931
589,3.732690264119028,6.5854395435932025
590,3.7224443627699606,6.563212660955709
591,3.712260096468142,6.541112940533091
592,3.702137044363526,6.519139545626239
593,3.6920747889067864,6.497291645958195
594,3.682072915819467,6.475568417616914
595,3.6721310140644716,6.453969042998353
596,3.6622486758168336,6.4324927107503145
597,3.6524254964347924,6.411138615716738
598,3.642661074431198,6.389905958882708
599,3.6329550114451576,6.3687939473199
600,3.623306912214019,6.347801794132633
601,3.6137163845456226,6.326928718404484
602,3.604183039290853,6.306173945145372
603,3.5947064903164354,6.285536705239333
604,3.585286354478039,6.26501623539263
605,3.5759222515936897,6.244611778082549
606,3.566613804417367,6.224322581506626
607,3.5573606386129484,6.204147899532421
608,3.548162382728382,6.184086991647815
609,3.539018668170123,6.16413912291173
610,3.529929129177851,6.144303563905415
611,3.520893402799414,6.1245795906842675
612,3.5119111288660467,6.10496648472999
613,3.5029819499678396,6.085463532903374
614,3.494105511429439,6.066070027397464
615,3.4852814612859957,6.046785265691275
616,3.476509450259397,6.0276085505038095
617,3.46778913173466,6.008539189748793
618,3.4591201617366356,5.989576496489593
619,3.4505021989069,5.970719788894729
620,3.441934904480896,5.951968390193884
621,3.4334179422653106,5.933321628634144
622,3.42495097861564,5.914778837436868
623,3.416533682414045,5.896339354754914
624,3.408165725047362,5.878002523630288
625,3.39984678038536,5.859767691952157
626,3.3915765247592233,5.841634212415392
627,3.383354636940226,5.8236014424794424
628,3.3751807981186306,5.805668744327607
629,3.3670546918828,5.787835484826739
630,3.358976004198502,5.770101035487341
631,3.350944423388431,5.752464772424031
632,3.3429596401119146,5.734926076316415
633,3.3350213473448287,5.717484332370338
634,3.3271292403597448,5.700138930279505
635,3.319283016706186,5.682889264187442
636,3.311482376191176,5.665734732649978
637,3.3037270208599017,5.648674738597853
638,3.2960166549766163,5.631708689299896
639,3.2883509850056947,5.614835996326404
640,3.280729719592885,5.598056075513051
641,3.2731525695467556,5.581368346924958
642,3.2656192478202954,5.564772234821258
643,3.2581294694927223,5.548267167619902
644,3.2506829517514584,5.531852577862845
645,3.2432794138742502,5.515527902181591
646,3.235918577211507,5.499292581263063
647,3.2286001651687846,5.483146059815701
648,3.2213239031894534,5.467087786536029
649,3.2140895187375027,5.451117214075458
650,3.2068967412805423,5.43523379900747
651,3.1997453022729734,5.419437001794985
652,3.192634935139259,5.403726286758205
653,3.1855653752574447,5.388101122042637
654,3.1785363599427816,5.372560979587498
655,3.1715476284314867,5.357105335094348
656,3.164598921864731,5.341733667996118
657,3.157689983272706,5.3264454614263315
658,3.150820557558879,5.3112402021886975
659,3.143990391484412,5.296117380726909
660,3.137199233652677,5.2810764910948125
661,3.130446834493975,5.266117030926781
662,3.1237329462503687,5.251238501408456
663,3.1170573229606573,5.236440407247648
664,3.1104197204455004,5.221722256645628
665,3.1038198962927033,5.207083561268583
666,3.0972576098425924,5.192523836219441
667,3.09073262217358,5.17804260000988
668,3.084244696087818,5.163639374532601
669,3.077793596097032,5.14931368503396
670,3.0713790884084564,5.135065060086687
671,3.0650009409109087,5.120893031563031
672,3.058658923160992,5.106797134608023
673,3.0523528063694476,5.092776907613065
674,3.0460823633875975,5.078831892189728
675,3.0398473686939496,5.06496163314381
676,3.0336475983809037,5.0511656784496255
677,3.0274828301415844,5.03744357922453
678,3.0213528432568206,5.023794889703675
679,3.015257418582204,5.010219167215044
680,3.009196338535301,4.996715972154603
681,3.00316938708297,4.983284867961827
682,2.997176349728799,4.969925421095361
683,2.991217013500648,4.956637201008874
684,2.9852911669383393,4.9434197801272495
685,2.9793986000814114,4.930272733822888
686,2.973539104457028,4.917195640392281
687,2.9677124730679707,4.904188081032743
688,2.9619185003807718,4.89124963981945
689,2.9561569823139133,4.878379903682593
690,2.950427716226181,4.865578462384787
691,2.9447305009050844,4.85284490849868
692,2.9390651365554086,4.8401788373847525
693,2.93343142478786,4.827579847169324
694,2.927829168607817,4.815047538722794
695,2.922258172404187,4.802581515637977
696,2.916718241938352,4.790181384208764
697,2.9112091843332357,4.777846753408892
698,2.9057308080624478,4.765577234870911
699,2.9002829229395317,4.753372442865405
700,2.8948653401073416,4.741231994280274
701,2.8894778720274528,4.729155508600343
702,2.8841203324697275,4.717142607887068
703,2.878792536501931,4.705192916758436
704,2.873494300479479,4.693306062369042
705,2.8682254420352535,4.681481674390421
706,2.8629857800695016,4.669719384991346
707,2.8577751347398497,4.65801882881866
708,2.8525933274514026,4.64637964297783
709,2.847440180846909,4.634801467014092
710,2.842315518797034,4.623283942893443
711,2.8372191663907302,4.611826714984042
712,2.832150949925652,4.600429430037595
713,2.827110696898715,4.589091737171008
714,2.822098235996669,4.57781328784819
715,2.8171133970868327,4.566593735861965
716,2.81215601120784,4.555432737316207
717,2.807225910560507,4.544329950608068
718,2.80232292849879,4.533285036410457
719,2.7974468995207635,4.522297657654524
720,2.792597659259776,4.511367479512515
721,2.7877750444755756,4.500494169380486
722,2.782978893045596,4.489677396861484
723,2.7782090439562777,4.478916833748619
724,2.7734653372944877,4.46821215400844
725,2.768747614238989,4.457563033764394
726,2.7640557170519955,4.446969151280388
727,2.759389489070837,4.436430186944631
728,2.7547487746996318,4.4259458232534765
729,2.7501334194010747,4.415515744795439
730,2.7455432696882958,4.4051396382353945
731,2.7409781731167797,4.394817192298912
732,2.736437978276341,4.38454809775665
733,2.731922534783217,4.374332047408986
734,2.727431693272171,4.364168736070684
735,2.7229653053886937,4.354057860555763
736,2.718523223781292,4.343999119662469
737,2.714105302093802,4.333992214158401
738,2.7097113949577953,4.324036846765685
739,2.7053413579850423,4.3141327221463905
740,2.7009950477600517,4.30427954688801
741,2.6966723218326556,4.2944770294890136
742,2.69237303871067,4.284724880344637
743,2.6880970578526293,4.275022811732739
744,2.6838442396605515,4.265370537799696
745,2.6796144454728075,4.255767774546601
746,2.675407537557002,4.2462142398153855
747,2.6712233791029716,4.236709653275236
748,2.667061834215798,4.2272537364089455
749,2.662922767908896,4.217846212499521
750,2.658806046097161,4.208486806616877
751,2.6547115355901942,4.199175245604596
752,2.650639104085535,4.189911258066788
753,2.6465886201620115,4.180694574355195
754,2.642559953273103,4.171524926556223
755,2.638552973740375,4.16240204847817
756,2.634567552746972,4.153325675638659
757,2.6306035623311783,4.144295545251934
758,2.6266608753799923,4.13531139621652
759,2.6227393656227918,4.126372969102825
760,2.6188389076250536,4.117480006140867
761,2.6149593767820862,4.1086322512082205
762,2.611100649312884,4.099829449817858
763,2.6072626022539565,4.091071349106314
764,2.6034451134532577,4.082357697821736
765,2.599648061564168,4.073688246312254
766,2.5958713260394903,4.065062746514235
767,2.592114787125543,4.056480951940787
768,2.5883783258562576,4.047942617670329
