epoch,Linear,Logistic (β=0.2),Tanh (β=0.3)
95,105.09893621408237,169.93602011830964,61.4491509529784
96,104.82767802015924,168.7519770960257,60.62851198796663
97,104.56247088409707,167.58910824596643,59.82253545732824
98,104.30299426834635,166.44674410586273,59.03089902416392
99,104.0489508278132,165.3242432948542,58.25328876639685
100,103.80006464335447,164.2209910875749,57.489398903184494
101,103.55607959085559,163.13639807296204,56.738931534027834
102,103.31675783545784,162.06989889201563,56.00159638971387
103,103.08187844130771,161.02095104917927,55.277110594300815
104,102.85123608794376,159.98903379242012,54.56519843742213
105,102.6246398851215,158.97364705745858,53.865591156245
106,102.40191227850893,157.97431047193672,53.178026726474364
107,102.18288803926858,156.9905624156268,52.50224966184298
108,101.96741333107936,156.0219591330695,51.838010821573626
109,101.75534484864954,155.0680738952913,51.185067225340596
110,101.54654902222829,154.1284962074932,50.54318187529501
111,101.34090128304715,153.2028310598258,49.91212358475309
112,101.13828538501218,152.29069821856746,49.29166681317734
113,100.9385927783284,151.39173155521416,48.681591507108855
114,100.741722031069,150.50557841115912,48.08168294673555
115,100.54757829500933,149.6318989958041,47.49173159780367
116,100.35607281232856,148.77036581608826,46.911532968602536
117,100.1671224600423,147.92066313556032,46.34088747177143
118,99.98064932927143,147.08248646124403,45.77960029069578
119,99.79658033667387,146.25554205666293,45.22748125027647
120,99.61484686557294,145.43954647950233,44.684344691870294
121,99.43538443450298,144.6342261424799,44.15000935221467
122,99.25813239107033,143.83931689609634,43.624298246160684
123,99.08303362918812,143.05456363201844,43.10703855305171
124,98.91003432789203,142.27971990592883,42.598061506593574
125,98.73908371008282,141.51454757875013,42.097202288074286
126,98.57013381966735,140.75881647522183,41.60429992279718
127,98.40313931568816,140.0123040588694,41.11919717960278
128,98.23805728213934,139.27479512246742,40.64174047335923
129,98.07484705226557,138.54608149315266,40.171779770310295
130,97.91347004623553,137.82596175139483,39.709168496174534
131,97.75388962116469,137.11424096308187,39.2537634468967
132,97.59607093253976,136.41073042401942,38.80542470195602
133,97.43998080617334,135.71524741618884,38.36401554014294
134,97.28558761988074,135.02761497514527,37.92940235771851
135,97.1328611941349,134.3476616679736,37.501454588876626
136,96.98177269101122,133.675221381256,37.08004462843206
137,96.83229452078808,133.0101331185353,36.665047756661316
138,96.68440025561685,132.35224080678825,36.256342066226736
139,96.53806454971955,131.70139311145132,35.853808391117376
140,96.39326306561483,131.0574432595676,35.45733023754323
141,96.24997240591158,130.42024887064736,35.06679371672153
142,96.10817005024272,129.7896717948583,34.682087479497596
143,95.96783429694689,129.1655779581833,34.30310265274361
144,95.828944209135,128.54783721420213,33.9297327774821
145,95.691479564805,127.93632320217478,33.56187374868267
146,95.55542081069693,127.33091321111978,33.199423756681774
147,95.4207490196013,126.73148804959874,32.84228323017861
148,95.28744585085677,126.1379319209335,32.49035478076057
149,95.155493513794,125.55013230359745,32.14354314891403
150,95.02487473390025,124.9679798365355,31.801755151477813
151,94.89557272149685,124.39136820918189,31.46489963049799
152,94.76757114273809,123.82019405595494,31.1328874034438
153,94.64085409275341,123.2543568550218,30.805631214746494
154,94.51540607077054,122.69375883113516,30.48304568862372
155,94.39121195706761,122.13830486235547,30.165047283152806
156,94.2682569916151,121.5879023904815,29.851554245558848
157,94.14652675427871,121.04246133501957,29.542486568682705
158,94.02600714646444,120.50189401053423,29.237765948597144
159,93.90668437409546,119.96611504722625,28.93731574333805
160,93.78854493182038,119.43504131459603,28.64106093272122
161,93.6715755883585,118.90859184805402,28.348928079213486
162,93.55576337289537,118.3866877783498,28.060845289830002
163,93.44109556244975,117.86925226369486,27.77674217902911
164,93.32755967013749,117.35621042446301,27.49654983257739
165,93.21514343426438,116.84748928035522,27.220200772358588
166,93.1038348081853,116.34301768992427,26.94762892209996
167,92.99362195087153,115.84272629235716,26.678769573991843
168,92.88449321813233,115.34654745141872,26.41355935617529
169,92.77643715444205,114.85441520146625,26.151936201074392
170,92.6694424853255,114.36626519544575,25.893839314550455
171,92.56349811026185,113.88203465478941,25.63920914585521
172,92.4585930960652,113.40166232113201,25.38798735836176
173,92.35471667070799,112.92508840977317,25.14011680105174
174,92.25185821755308,112.45225456481255,24.895541480738597
175,92.15000726996391,111.98310381588873,24.654206535006388
176,92.04915350626415,111.51758053645777,24.4160582058453
177,91.94928674502134,111.0556304035476,24.18104381396457
178,91.85039694062944,110.59720035892884,23.949111733764617
179,91.75247417916869,110.14223857164596,23.720211368950512
180,91.65550867452191,109.69069440185335,23.494293128769403
181,91.55949076472754,109.24251836590511,23.271308404854945
182,91.46441090855309,108.79766210264859,23.051209548662392
183,91.37025968227168,108.35607834087418,22.833949849478497
184,91.27702777662694,107.91772086787655,22.619483512990286
185,91.18470599397267,107.48254449908357,22.40776564039806
186,91.09328524557402,107.05050504871141,22.198752208057673
187,91.002756549059,106.62155930140702,21.99240004763794
188,90.91311102600811,106.19566498483857,21.788666826779064
189,90.8243398996739,105.77278074319945,21.587511030238886
190,90.73643449281913,105.35286611158969,21.388891941513602
191,90.64938622566623,104.93588149124196,21.192769624920167
192,90.56318661394995,104.521788125561,20.999104908128192
193,90.4778272670649,104.11054807694481,20.807859365128905
194,90.3932998863024,103.70212420435936,20.618995299629837
195,90.30959626316984,103.2964801416387,20.43247572886334
196,90.22670827778607,102.89358027648343,20.248264367798345
197,90.14462789734895,102.49338973013171,20.06632561374415
198,90.0633471746686,102.09587433767875,19.886624531335947
199,89.98285824676255,101.70100062902068,19.7091268378918
200,89.90315333350863,101.30873581040039,19.5337988891312
201,89.82422473635111,100.91904774653335,19.36060766524551
202,89.74606483705713,100.53190494329313,19.18952075731092
203,89.66866609651935,100.14727653093571,19.020506354034797
204,89.59202105360252,99.76513224784456,18.85353322882653
205,89.51612232403035,99.38544242477671,18.688570727184235
206,89.44096259931077,99.00817796959329,18.52558875438907
207,89.36653464569609,98.63331035245706,18.364557763498762
208,89.29283130317731,98.26081159148028,18.205448743632594
209,89.21984548450875,97.89065423880776,18.048233208540246
210,89.14757017426261,97.52281136711996,17.89288318544649
211,89.07599842791022,97.15725655654121,17.7393712041652
212,89.00512337092995,96.79396388193967,17.587670286474918
213,88.93493819793865,96.43290790060507,17.43775393574957
214,88.86543617184601,96.07406364029227,17.289596126837186
215,88.79661062303079,95.71740658761694,17.14317129618062
216,88.72845494853675,95.3629126767927,16.998454332173466
217,88.66096261128826,95.01055827869773,16.855420565745312
218,88.59412713932339,94.66032019025936,16.714045761170233
219,88.52794212504456,94.31217562414714,16.574306107092678
220,88.4624012244852,93.96610219876301,16.4361782077652
221,88.39749815659164,93.62207792851972,16.29963907449238
222,88.33322670252001,93.28008121439711,16.164666117275733
223,88.26958070494608,92.9400908347679,16.031237136654315
224,88.20655406738956,92.60208593648393,15.899330315735858
225,88.14414075354968,92.26604602621417,15.768924212413811
226,88.08233478665366,91.93195096202658,15.639997751765298
227,88.02113024881602,91.59978094520622,15.512530218625226
228,87.96052128040925,91.26951651230114,15.386501250332275
229,87.90050207944459,90.94113852739008,15.261890829642244
230,87.84106690096321,90.61462817456359,15.138679277804505
231,87.78221005643651,90.28996695061288,15.016847247797248
232,87.7239259131763,89.96713665791869,14.896375717717657
233,87.66620889375316,89.64611939753583,14.777245984323239
234,87.60905347542416,89.3268975624645,14.659439656719828
235,87.55245418956808,89.00945383110523,14.54293865019335
236,87.49640562112916,88.6937711608902,14.427725180181104
237,87.44090240806813,88.37983278208533,14.313781756379443
238,87.38593924082122,88.0676221917595,14.201091176984082
239,87.33151086176584,87.7571231479137,14.089636523060028
240,87.27761206469349,87.44831966376668,13.979401153037603
241,87.22423769428966,87.14119600219182,13.870368697331601
242,87.17138264562006,86.8357366703003,13.762523053080434
243,87.11904186362315,86.5319264141669,13.655848379002217
244,87.06721034260958,86.22975021369378,13.550329090365082
245,87.01588312576673,85.92919327760762,13.445949854068534
246,86.96505530467003,85.63024103858687,13.342695583833551
247,86.91472201879974,85.33287914851523,13.240551435498366
248,86.86487845506329,85.03709347385643,13.139502802417566
249,86.81551984732332,84.74287009114866,13.039535310961762
250,86.76664147593092,84.45019528261342,12.940634816115649
251,86.71823866726452,84.1590555318764,12.842787397171715
252,86.67030679327361,83.86943751979659,12.74597935351755
253,86.6228412710276,83.58132812040103,12.650197200514247
254,86.57583756226987,83.29471439692134,12.555427665463933
255,86.52929117297641,83.00958359793023,12.46165768366392
256,86.48319765291957,82.72592315357365,12.368874394545852
257,86.43755259523614,82.44372067189715,12.277065137897306
258,86.39235163600065,82.1629639352634,12.186217450164147
259,86.34759045380233,81.88364089685727,12.096319060831693
260,86.30326476932747,81.60573967727785,12.007357888882792
261,86.25937034494565,81.32924856121325,11.919322039330718
262,86.21590298430041,81.05415599419665,11.83219979982557
263,86.17285853190431,80.78045057944132,11.745979637331995
264,86.13023287273782,80.50812107475251,11.660650194876741
265,86.08802193185316,80.23715638951305,11.576200288364479
266,86.04622167398122,79.96754558174243,11.492618903460011
267,86.00482810314314,79.69927785522523,11.409895192535485
268,85.96383726226591,79.43234255670913,11.328018471681192
269,85.92324523280129,79.16672917316862,11.246978217778183
270,85.88304813434955,78.90242732913403,11.166764065631416
271,85.84324212428598,78.63942678408328,11.08736580516205
272,85.80382339739195,78.37771742989528,11.008773378657407
273,85.76478818548935,78.1172892883625,10.930976878077384
274,85.72613275707884,77.85813250876205,10.853966542415913
275,85.68785341698148,77.60023736548285,10.777732755116185
276,85.64994650598437,77.34359425570804,10.702266041538484
277,85.61240840048934,77.08819369715067,10.627557066479445
278,85.57523551216563,76.83402632584152,10.55359663174133
279,85.53842428760568,76.58108289396793,10.480375673750459
280,85.50197120798444,76.32935426776105,10.407885261223555
281,85.46587278872212,76.07883142543234,10.33611659288084
282,85.43012557915037,75.829505455156,10.265060995205
283,85.39472616218139,75.58136755309708,10.19470992024471
284,85.35967115398073,75.33440902148443,10.125054943462048
285,85.3249572036432,75.08862126672616,10.056087761622566
286,85.29058099287185,74.84399579756773,9.987800190727054
287,85.25653923566017,74.60052422329079,9.920184163984327
288,85.22282867797763,74.35819825195209,9.853231729823694
289,85.1894460974579,74.11700968866114,9.786935049946669
290,85.1563883030907,73.87695043389591,9.72128639741668
291,85.12365213491601,73.63801248185571,9.656278154786223
292,85.09123446372182,73.40018791884953,9.591902812260404
293,85.05913219074473,73.16346892171995,9.528152965896231
294,85.0273422473733,72.92784775630119,9.465021315836704
295,84.99586159485429,72.69331677591033,9.402500664579211
296,84.96468722400236,72.45986841987136,9.340583915277106
297,84.9338161549116,72.22749521207048,9.279264070074053
298,84.90324543667086,71.99618975954282,9.218534228470304
299,84.87297214708131,71.76594475108891,9.158387585720154
300,84.84299339237701,71.53675295592085,9.098817431260091
301,84.81330630694795,71.30860722233682,9.039817147166655
302,84.78390805306604,71.08150047642401,8.981380206643767
303,84.75479582061372,70.85542572078829,8.923500172538535
304,84.72596682681524,70.63037603331095,8.866170695885126
305,84.69741831597038,70.4063445659311,8.809385514476123
306,84.66914755919107,70.18332454345371,8.753138451460513
307,84.64115185414026,69.96130926238192,8.697423413968131
308,84.61342852477382,69.74029208977394,8.64223439175978
309,84.5859749210842,69.52026646212329,8.5875654559023
310,84.5587884188474,69.3012258842617,8.53341075746854
311,84.53186641937177,69.08316392828512,8.479764526261215
312,84.50520634924975,68.86607423250109,8.426621069560474
313,84.47880566011179,68.64995050039745,8.373974770894476
314,84.4526618283825,68.43478649963228,8.321820088832652
315,84.4267723550395,68.22057606104407,8.270151555801114
316,84.40113476537461,68.00731307768136,8.218963776919635
317,84.37574660875704,67.79499150385259,8.168251428859977
318,84.35060545839909,67.58360535419412,8.118009258724944
319,84.32570891112432,67.37314870275726,8.068232082947803
320,84.3010545871377,67.16361568211333,8.018914786211655
321,84.276640129798,66.9550004824761,7.970052320388279
322,84.25246320539266,66.7472973508418,7.92163970349619
323,84.2285215029146,66.540500590146,7.873672018677326
324,84.20481273384118,66.33460455843654,7.826144413192208
325,84.18133463191566,66.12960366806324,7.779052097432943
326,84.15808495293031,65.92549238488257,7.732390343953901
327,84.1350614745121,65.7222652274783,7.686154486519696
328,84.11226199591,65.5199167663968,7.640339919169949
329,84.08968433778477,65.31844162339732,7.594942095300726
330,84.06732634200058,65.11783447071613,7.549956526762135
331,84.04518587141874,64.91809003034531,7.505378782971827
332,84.0232608096932,64.71920307332462,7.46120449004418
333,84.00154906106854,64.52116841904733,7.417429329934538
334,83.98004855017952,64.3239809345787,7.374049039598694
335,83.95875722185251,64.1276355339874,7.331059410166796
336,83.93767304090935,63.93212717768966,7.288456286131811
337,83.91679399197237,63.73745087180542,7.246235564551905
338,83.89611807927234,63.54360166752632,7.204393194266869
339,83.87564332645704,63.35057466049597,7.16292517512782
340,83.85536777640282,63.15836499020099,7.121827557240427
341,83.83528949102727,62.966967839373616,7.081096440220944
342,83.81540655110405,62.77637843340527,7.040727972465154
343,83.79571705607941,62.58659203977073,7.000718350429769
344,83.7762191238905,62.39760396746271,6.96106381792603
345,83.7569108907855,62.20940956643714,6.921760665425492
346,83.73779051114539,62.02200422706761,6.88280522937743
347,83.71885615730766,61.8353833796106,6.844193891537972
348,83.70010601939138,61.64954249367973,6.805923078310429
349,83.68153830512458,61.464477077729406,6.767989260096871
350,83.66315123967233,61.28018267854817,6.730388950660564
351,83.64494306546787,61.096654880760276,6.693118706499097
352,83.62691204204381,60.91388930633675,6.656175126228018
353,83.6090564458663,60.73188161411469,6.6195548499748265
354,83.59137457017009,60.550627499325344,6.58325455878294
355,83.57386472479541,60.37012269312992,6.5472709740257296
356,83.55652523602635,60.19036296216395,6.51160085683013
357,83.53935444643095,60.01134410808959,6.476241007509905
358,83.52235071470271,59.83306196715517,6.441188265008201
359,83.50551241550386,59.65551240976304,6.4064395063493444
360,83.48883793930966,59.478691340044215,6.371991646099535
361,83.47232569225488,59.30259469544052,6.3378416358365595
362,83.4559740959814,59.127218446294386,6.30398646362803
363,83.43978158748709,58.952558595444586,6.27042315351821
364,83.42374661897665,58.778611177829696,6.2371487650231385
365,83.40786765771365,58.60537226009783,6.204160392634116
366,83.3921431858738,58.432837940223166,6.171455165328987
367,83.37657170040028,58.26100434712862,6.1390302460915365
368,83.36115171285948,58.089867640315056,6.1068828314385915
369,83.34588174929927,57.91942400949666,6.075010150954652
370,83.33076035010784,57.74966967424206,6.043409466834115
371,83.3157860698742,57.5806008836219,6.0120780734307635
372,83.30095747725008,57.41221391586162,5.981013296814451
373,83.28627315481303,57.24450507800033,5.950212494334954
374,83.27173169893103,57.07747070555519,5.919673054192624
375,83.25733171962824,56.9111071621911,5.889392395015968
376,83.24307184045213,56.74541083939589,5.859367965445907
377,83.228950698342,56.58037815616067,5.8295972437265515
378,83.21496694349858,56.41600555866544,5.8000777373025505
379,83.20111923925514,56.252289519969466,5.7708069824225845
380,83.18740626194958,56.08922653970715,5.741782543749302
381,83.17382670079793,55.92681314378791,5.713002013975235
382,83.16037925776907,55.76504588410167,5.684463013444775
383,83.14706264746079,55.60392133822845,5.6561631897819895
384,83.13387559697676,55.44343610915273,5.628100217524309
385,83.12081684580484,55.283586824982194,5.600271797761863
386,83.10788514569673,55.12437013867103,5.572675657782432
387,83.09507926054847,54.96578272774736,5.545309550721812
388,83.08239796628253,54.80782129404486,5.518171255219651
389,83.06984005073059,54.65048256343901,5.491258575080688
390,83.05740431351772,54.49376328558642,5.464569338940856
391,83.0450895659477,54.337660233669304,5.438101399938929
392,83.03289463088944,54.18217020414295,5.411852635392895
393,83.02081834266423,54.02729001648747,5.385820946481361
394,83.00885954693459,53.873016512963275,5.360004257929851
395,82.99701710059367,53.71934655837017,5.334400517701828
396,82.98528987165632,53.566277039809904,5.309007696694375
397,82.97367673915055,53.41380486645267,5.283823788438589
398,82.96217659301058,53.261926969306735,5.258846808804386
399,82.95078833397058,53.110640300991754,5.234074795709776
400,82.93951087345984,52.959941835515146,5.209505808834608
401,82.92834313349844,52.809828568052,5.185137929338422
402,82.91728404659439,52.66029751472822,5.160969259582813
403,82.90633255564147,52.51134571240664,5.136997922857586
404,82.89548761381825,52.36297021847645,5.11322206311131
405,82.88474818448813,52.215168110645656,5.089639844685715
406,82.8741132411001,52.06793648673631,5.066249452054029
407,82.86358176709057,51.921272464483096,5.0430490895633255
408,82.85315275578635,51.77517318133463,5.020036981180517
409,82.84282521030845,51.62963579425719,4.997211370242211
410,82.8325981434765,51.48465747954192,4.974570519208178
411,82.82247057771485,51.340235432614406,4.952112709418526
412,82.81244154495866,51.19636686784689,4.92983624085433
413,82.80251008656167,51.05304901837337,4.907739431901847
414,82.79267525320442,50.91027913590699,4.8858206191201745
415,82.78293610480368,50.76805449056019,4.864078157012218
416,82.77329171042233,50.62637237066739,4.842510417799104
417,82.76374114818059,50.48523008260984,4.8211157911977285
418,82.75428350516775,50.34462495064334,4.7998926842017005
419,82.74491787735508,50.20455431672783,4.778839520865282
420,82.73564336950926,50.065015540359745,4.757954742090543
421,82.72645909510686,49.92600599840638,4.737236805417575
422,82.71736417624959,49.78752308494239,4.716684184817699
423,82.70835774358052,49.64956421108923,4.696295370489632
424,82.69943893620066,49.51212680485563,4.676068868658595
425,82.69060690158703,49.37520831098116,4.656003201378275
426,82.68186079551093,49.2388061907814,4.636096906335615
427,82.67319978195738,49.10291792199543,4.616348536658388
428,82.66462303304506,48.967540998635,4.596756660725468
429,82.65612972894736,48.832672930836054,4.57731986197984
430,82.64771905781383,48.698311244712116,4.558036738744244
431,82.63939021569273,48.56445348220925,4.538905904039357
432,82.63114240645409,48.431097200963585,4.519925985404655
433,82.62297484171368,48.2982399741599,4.50109562472166
434,82.61488674075756,48.16587939039285,4.482413478039765
435,82.60687733046753,48.03401305352926,4.4638782154044945
436,82.59894584524714,47.90263858257253,4.445488520688056
437,82.5910915269487,47.77175361152898,4.427243091422411
438,82.58331362480058,47.64135578927534,4.409140638634589
439,82.5756113953356,47.51144277942847,4.3911798866842116
440,82.56798410231984,47.382012260216285,4.373359573103468
441,82.56043101668247,47.253061924350824,4.355678448439083
442,82.55295141644578,47.124589478902216,4.338135276096685
443,82.54554458665643,46.99659264517485,4.320728832187098
444,82.53820981931695,46.86906915858484,4.303457905374947
445,82.53094641331809,46.74201676853875,4.286321296729197
446,82.52375367437186,46.61543323831438,4.269317819575842
447,82.51663091494515,46.48931634494251,4.252446299352545
448,82.50957745419393,46.36366387909022,4.235705573465295
449,82.50259261789832,46.23847364494595,4.219094491146962
450,82.4956757383979,46.11374346010535,4.202611913317929
451,82.48882615452817,45.98947115545907,4.186256712448397
452,82.48204321155723,45.865654575081656,4.170027772422715
453,82.47532626112312,45.74229157612181,4.153923988405513
454,82.46867466117202,45.61938002869376,4.137944266709601
455,82.46208777589659,45.49691781577036,4.122087524665667
456,82.45556497567556,45.374902833077094,4.106352690493778
457,82.44910563701326,45.2533329889874,4.090738703176558
458,82.44270914248024,45.13220620441937,4.075244512333994
459,82.43637488065399,45.01152041273342,4.059869078100106
460,82.43010224606078,44.891273559631394,4.044611371001052
461,82.42389063911753,44.77146360305666,4.02947037183504
462,82.41773946607464,44.6520885130954,4.01444507155368
463,82.41164813895935,44.53314627187923,3.9995344711450396
464,82.40561607551929,44.41463487348845,3.9847375815181754
465,82.39964269916685,44.29655232385714,3.970053423389195
466,82.3937274389243,44.178896640678424,3.955481027168859
467,82.387869729369,44.061665853311716,3.941019432851646
468,82.38206901057939,43.94485800269035,3.9266676899062607
469,82.37632472808154,43.828471141230544,3.912424857167609
470,82.37063633279607,43.71250333274137,3.898290002730167
471,82.36500328098566,43.5969526523355,3.8842622038427392
472,82.35942503420324,43.48181718634137,3.870340546804665
473,82.35390105924026,43.36709503221589,3.8565241268632167
474,82.34843082807596,43.25278429845842,3.842812048112518
475,82.34301381782673,43.13888310452531,3.829203423393669
476,82.33764951069611,43.025389580745994,3.8156973741961804
477,82.33233739392558,42.91230186823926,3.8022930305606772
478,82.32707695974524,42.79961811883105,3.7889895309829074
479,82.32186770532532,42.68733649497268,3.775786022318941
480,82.31670913272828,42.57545516966038,3.7626816596915944
481,82.31160074886108,42.46397232635524,3.7496756063980747
482,82.30654206542806,42.352886158904305,3.7367670338187997
483,82.30153259888424,42.24219487146253,3.723955121327382
484,82.29657187038922,42.13189667841527,3.711239056201781
485,82.29165940576125,42.02198980430192,3.698618033536575
486,82.28679473543204,41.91247248374021,3.6860912561563097
487,82.28197739440186,41.80334296135128,3.673657934530062
488,82.27720692219496,41.69459949168538,3.661317286686953
489,82.27248286281566,41.58624033914882,3.649068538132835
490,82.26780476470479,41.47826377793107,3.6369109217679716
491,82.2631721806965,41.370668091933176,3.6248436778057824
492,82.25858466797538,41.2634515746964,3.6128660536926063
493,82.25404178803444,41.156612529331916,3.6009773040285005
494,82.24954310663281,41.050149268451115,3.589176690488976
495,82.24508819375458,40.94406011409681,3.5774634817477433
496,82.24067662356755,40.838343397674535,3.5658369534004697
497,82.23630797438234,40.73299745988546,3.554296387889427
498,82.23198182861252,40.628020650659046,3.542841074429073
499,82.22769777273423,40.52341132908707,3.5314703089326756
500,82.223455397247,40.41916786335789,3.520183393939635
501,82.21925429663438,40.31528863069163,3.5089796385439564
502,82.21509406932523,40.21177201727573,3.4978583583234193
503,82.21097431765558,40.10861641820138,3.4868188752697096
504,82.20689464783017,40.005820237400386,3.4758605177194015
505,82.20285466988524,39.903381887582874,3.464982620285759
506,82.19885399765079,39.80129979017527,3.454184523791452
507,82.19489224871428,39.69957237525927,3.443465575202018
508,82.19096904438352,39.5981980815111,3.4328251275601516
509,82.18708400965075,39.4971753561414,3.4222625399208537
510,82.18323677315671,39.39650265483586,3.411777177287347
511,82.17942696715521,39.29617844169618,3.401368410547715
512,82.1756542274778,39.19620118918193,3.3910356164124216
513,82.1719181934993,39.09656937805243,3.3807781773524894
514,82.16821850810295,38.99728149730977,3.3705954815384938
515,82.16455481764656,38.898336044141935,3.360486922780258
516,82.16092677192852,38.79973152386661,3.350451900467321
517,82.15733402415438,38.70146644987564,3.3404898195100867
518,82.15377623090383,38.60353934357975,3.330600090281664
519,82.15025305209765,38.50594873435391,3.3207821285604835
520,82.14676415096532,38.408693159483214,3.3110353554735537
521,82.14330919401297,38.311771164109345,3.3013591974403553
522,82.13988785099107,38.215181301177246,3.2917530861175264
523,82.13649979486352,38.11892213138263,3.2822164583440867
524,82.13314470177566,38.02299222311957,3.272748756087403
525,82.12982225102398,37.92739015242906,3.263349426389709
526,82.12653212502487,37.83211450294758,3.2540179213154126
527,82.12327400928474,37.7371638658563,3.244753697898832
528,82.1200475923697,37.64253683983088,3.2355562180927286
529,82.11685256587597,37.54823203099148,3.226424948717362
530,82.11368862440015,37.454248052853295,3.217359361410114
531,82.1105554655101,37.36058352627771,3.20835893257582
532,82.10745278971638,37.2672370794236,3.1994231433375795
533,82.10438030044308,37.17420734769915,3.1905514794882253
534,82.10133770399982,37.0814929737143,3.1817434314422797
