epoch,Train (k=2),Test (k=2),Train (k=3),Test (k=3),Train (k=5),Test (k=5),Train (k=10),Test (k=10)
7101,1.7399899701845354,2.4348633457687203,1.7658626980090852,2.6213850165351693,1.8099684236088158,2.2620181968474866,1.8401407410151183,2.162437693282091
7102,1.7399899598305668,2.4348628827254792,1.7658626979227634,2.6213849345921423,1.8099684236082463,2.262018201873416,1.8401407410151047,2.162437692191987
7103,1.7399899494976667,2.4348624204984204,1.765862697836668,2.6213848527666435,1.8099684236076832,2.2620182068904806,1.8401407410150916,2.1624376911038246
7104,1.739989939185747,2.434861959086279,1.7658626977508003,2.6213847710585068,1.8099684236071163,2.2620182118987198,1.840140741015078,2.1624376900175966
7105,1.7399899288948018,2.43486149848779,1.7658626976651643,2.6213846894675554,1.8099684236065527,2.2620182168981238,1.840140741015066,2.162437688933289
7106,1.7399899186247727,2.4348610387017096,1.7658626975797596,2.6213846079936363,1.8099684236059903,2.2620182218887193,1.840140741015053,2.162437687850923
7107,1.7399899083756178,2.4348605797267653,1.7658626974945821,2.6213845266365614,1.8099684236054294,2.262018226870521,1.8401407410150394,2.1624376867704767
7108,1.7399898981473014,2.4348601215617194,1.765862697409628,2.621384445396178,1.809968423604873,2.2620182318435456,1.8401407410150274,2.1624376856919536
7109,1.7399898879397697,2.43485966420531,1.7658626973249039,2.621384364272305,1.809968423604316,2.2620182368078083,1.840140741015016,2.1624376846153526
7110,1.739989877752989,2.4348592076562965,1.7658626972404132,2.6213842832647805,1.8099684236037645,2.2620182417633137,1.8401407410150015,2.162437683540663
7111,1.7399898675869059,2.434858751913408,1.7658626971561435,2.621384202373433,1.8099684236032114,2.262018246710091,1.8401407410149886,2.162437682467889
7112,1.7399898574414974,2.4348582969754125,1.7658626970720945,2.6213841215980946,1.809968423602663,2.2620182516481533,1.8401407410149744,2.162437681397025
7113,1.7399898473167048,2.4348578428410774,1.765862696988269,2.621384040938594,1.8099684236021147,2.262018256577508,1.8401407410149608,2.162437680328062
7114,1.7399898372124967,2.434857389509131,1.7658626969046782,2.6213839603947773,1.8099684236015676,2.26201826149818,1.840140741014951,2.1624376792610063
7115,1.7399898271288126,2.434856936978351,1.7658626968213003,2.6213838799664693,1.8099684236010254,2.2620182664101818,1.8401407410149393,2.1624376781958414
7116,1.739989817065641,2.434856485247497,1.7658626967381494,2.6213837996534988,1.8099684236004823,2.262018271313517,1.840140741014925,2.1624376771325764
7117,1.7399898070229138,2.434856034315335,1.7658626966552202,2.6213837194557,1.8099684235999416,2.262018276208219,1.8401407410149129,2.1624376760712094
7118,1.7399897970006013,2.4348555841806085,1.7658626965725122,2.6213836393729206,1.8099684235994045,2.2620182810942846,1.8401407410149022,2.162437675011728
7119,1.7399897869986531,2.4348551348421057,1.7658626964900261,2.6213835594049733,1.8099684235988664,2.262018285971755,1.8401407410148878,2.162437673954131
7120,1.7399897770170414,2.4348546862985905,1.76586269640776,2.6213834795517186,1.8099684235983304,2.2620182908406212,1.8401407410148753,2.162437672898421
7121,1.7399897670557163,2.4348542385488203,1.7658626963257131,2.6213833998129683,1.8099684235977975,2.2620182957009014,1.8401407410148654,2.1624376718445832
7122,1.739989757114638,2.434853791591566,1.765862696243886,2.621383320188556,1.809968423597264,2.2620183005526178,1.8401407410148518,2.162437670792618
7123,1.7399897471937638,2.4348533454256196,1.765862696162274,2.621383240678325,1.8099684235967355,2.2620183053957863,1.8401407410148376,2.162437669742533
7124,1.7399897372930542,2.4348529000497368,1.7658626960808874,2.6213831612821012,1.809968423596209,2.2620183102304163,1.8401407410148263,2.16243766869431
7125,1.7399897274124618,2.4348524554627016,1.765862695999715,2.621383081999744,1.809968423595682,2.262018315056524,1.8401407410148167,2.162437667647959
7126,1.7399897175519505,2.4348520116633017,1.7658626959187582,2.6213830028310636,1.8099684235951579,2.2620183198741235,1.8401407410148045,2.162437666603477
7127,1.7399897077114785,2.4348515686502945,1.765862695838021,2.6213829237759043,1.8099684235946356,2.2620183246832304,1.8401407410147919,2.1624376655608435
7128,1.7399896978910117,2.4348511264224832,1.765862695757492,2.621382844834098,1.8099684235941154,2.2620183294838707,1.8401407410147788,2.162437664520065
7129,1.739989688090498,2.4348506849786435,1.7658626956771861,2.621382766005493,1.8099684235935953,2.262018334276049,1.8401407410147665,2.1624376634811435
7130,1.739989678309907,2.434850244317559,1.7658626955970933,2.6213826872899197,1.809968423593078,2.262018339059771,1.8401407410147559,2.1624376624440727
7131,1.7399896685491905,2.4348498044380156,1.7658626955172083,2.621382608687207,1.8099684235925657,2.2620183438350643,1.8401407410147441,2.1624376614088443
7132,1.7399896588083108,2.4348493653388186,1.7658626954375476,2.6213825301972076,1.8099684235920492,2.2620183486019294,1.8401407410147343,2.162437660375461
7133,1.7399896490872289,2.4348489270187357,1.765862695358096,2.621382451819735,1.809968423591536,2.2620183533604123,1.8401407410147204,2.1624376593439116
7134,1.739989639385902,2.4348484894765683,1.7658626952788514,2.621382373554654,1.809968423591029,2.2620183581104945,1.840140741014708,2.162437658314207
7135,1.7399896297042912,2.4348480527111134,1.76586269519982,2.621382295401778,1.8099684235905187,2.2620183628521993,1.8401407410146962,2.1624376572863335
7136,1.7399896200423548,2.4348476167211706,1.7658626951210028,2.621382217360958,1.8099684235900142,2.2620183675855596,1.8401407410146837,2.162437656260293
7137,1.7399896104000563,2.4348471815055297,1.7658626950423937,2.621382139432042,1.809968423589509,2.2620183723105654,1.8401407410146724,2.162437655236076
7138,1.739989600777351,2.4348467470629935,1.7658626949639977,2.621382061614846,1.809968423589006,2.2620183770272413,1.8401407410146615,2.1624376542136874
7139,1.7399895911742025,2.4348463133923675,1.7658626948858094,2.6213819839092163,1.8099684235885043,2.262018381735609,1.8401407410146482,2.1624376531931144
7140,1.739989581590573,2.4348458804924435,1.7658626948078295,2.6213819063150052,1.8099684235880023,2.262018386435669,1.840140741014639,2.1624376521743587
7141,1.7399895720264007,2.4348454483620365,1.7658626947300562,2.6213818288320376,1.8099684235875073,2.2620183911274485,1.8401407410146273,2.1624376511574184
7142,1.7399895624816835,2.434845016999949,1.765862694652494,2.6213817514601554,1.80996842358701,2.2620183958109585,1.8401407410146138,2.162437650142287
7143,1.7399895529563563,2.434844586404992,1.7658626945751372,2.6213816741991964,1.8099684235865159,2.262018400486216,1.8401407410146056,2.1624376491289645
7144,1.7399895434503894,2.4348441565759784,1.7658626944979907,2.621381597049001,1.8099684235860216,2.2620184051532215,1.840140741014593,2.1624376481174497
7145,1.7399895339637297,2.4348437275117054,1.765862694421047,2.621381520009412,1.809968423585532,2.262018409812004,1.840140741014583,2.1624376471077276
7146,1.7399895244963586,2.4348432992110065,1.7658626943443092,2.6213814430802787,1.8099684235850428,2.2620184144625712,1.8401407410145716,2.1624376460998076
7147,1.739989515048218,2.4348428716726804,1.7658626942677795,2.621381366261432,1.8099684235845566,2.262018419104943,1.840140741014561,2.162437645093682
7148,1.739989505619278,2.4348424448955543,1.765862694191447,2.6213812895527036,1.8099684235840676,2.262018423739122,1.840140741014547,2.162437644089354
7149,1.7399894962095077,2.434842018878439,1.765862694115323,2.6213812129539455,1.809968423583586,2.26201842836514,1.8401407410145396,2.162437643086812
7150,1.7399894868188466,2.434841593620162,1.765862694039401,2.6213811364649975,1.809968423583102,2.262018432983,1.8401407410145254,2.162437642086054
7151,1.7399894774472702,2.4348411691195473,1.765862693963685,2.6213810600857004,1.8099684235826252,2.2620184375927144,1.8401407410145165,2.162437641087084
7152,1.739989468094742,2.434840745375407,1.7658626938881714,2.621380983815891,1.809968423582142,2.2620184421943073,1.8401407410145048,2.1624376400898813
7153,1.7399894587612126,2.4348403223865813,1.7658626938128552,2.6213809076554258,1.809968423581663,2.2620184467877804,1.8401407410144934,2.162437639094453
7154,1.7399894494466497,2.4348399001518892,1.7658626937377424,2.621380831604126,1.8099684235811886,2.2620184513731645,1.840140741014484,2.1624376381008137
7155,1.7399894401510145,2.434839478670155,1.7658626936628286,2.6213807556618423,1.8099684235807139,2.2620184559504635,1.8401407410144714,2.162437637108937
7156,1.7399894308742645,2.434839057940219,1.7658626935881205,2.621380679828435,1.8099684235802425,2.2620184605196814,1.840140741014461,2.162437636118826
7157,1.7399894216163612,2.4348386379609113,1.765862693513606,2.621380604103719,1.8099684235797675,2.262018465080854,1.8401407410144521,2.1624376351304786
7158,1.7399894123772774,2.4348382187310635,1.7658626934392931,2.6213805284875558,1.8099684235792992,2.2620184696339747,1.8401407410144386,2.1624376341438927
7159,1.739989403156967,2.4348378002495177,1.765862693365177,2.6213804529797886,1.8099684235788298,2.2620184741790665,1.840140741014432,2.162437633159064
7160,1.7399893939553897,2.4348373825151026,1.7658626932912584,2.621380377580248,1.8099684235783648,2.2620184787161515,1.8401407410144177,2.162437632176001
7161,1.7399893847725045,2.4348369655266557,1.7658626932175423,2.621380302288783,1.8099684235778994,2.262018483245235,1.8401407410144088,2.1624376311946736
7162,1.739989375608275,2.434836549283029,1.765862693144023,2.6213802271052407,1.8099684235774376,2.262018487766326,1.8401407410143968,2.162437630215096
7163,1.7399893664626749,2.434836133783059,1.7658626930706938,2.6213801520294617,1.8099684235769735,2.2620184922794553,1.8401407410143864,2.162437629237268
7164,1.7399893573356535,2.4348357190255925,1.7658626929975656,2.6213800770613047,1.8099684235765132,2.262018496784621,1.8401407410143773,2.1624376282611784
7165,1.7399893482271747,2.434835305009467,1.7658626929246264,2.621380002200587,1.809968423576056,2.2620185012818452,1.8401407410143658,2.162437627286835
7166,1.7399893391372048,2.4348348917335487,1.765862692851892,2.621379927447172,1.8099684235755984,2.2620185057711435,1.8401407410143567,2.1624376263142198
7167,1.7399893300657032,2.4348344791966685,1.7658626927793462,2.6213798528009127,1.8099684235751448,2.262018510252514,1.8401407410143467,2.1624376253433413
7168,1.7399893210126325,2.434834067397681,1.765862692706995,2.6213797782616357,1.80996842357469,2.262018514725987,1.8401407410143364,2.1624376243741934
7169,1.7399893119779544,2.4348336563354467,1.7658626926348344,2.6213797038291937,1.8099684235742337,2.2620185191915736,1.840140741014326,2.162437623406774
7170,1.7399893029616318,2.4348332460088145,1.7658626925628724,2.621379629503437,1.809968423573785,2.262018523649289,1.8401407410143147,2.162437622441078
7171,1.739989293963633,2.4348328364166436,1.7658626924910983,2.6213795552841965,1.809968423573337,2.2620185280991314,1.8401407410143051,2.162437621477096
7172,1.7399892849839063,2.43483242755779,1.7658626924195158,2.621379481171332,1.8099684235728872,2.262018532541142,1.840140741014294,2.1624376205148366
7173,1.7399892760224271,2.4348320194311124,1.7658626923481264,2.6213794071646928,1.8099684235724425,2.2620185369753143,1.8401407410142838,2.162437619554294
7174,1.7399892670791584,2.434831612035478,1.7658626922769232,2.6213793332641155,1.8099684235719984,2.262018541401658,1.8401407410142756,2.162437618595456
7175,1.739989258154056,2.434831205369743,1.765862692205914,2.621379259469448,1.809968423571555,2.262018545820213,1.840140741014265,2.1624376176383335
7176,1.7399892492470814,2.434830799432762,1.7658626921350933,2.621379185780555,1.8099684235711127,2.262018550230963,1.8401407410142556,2.1624376166829165
7177,1.7399892403582118,2.43483039422342,1.7658626920644658,2.6213791121972565,1.809968423570672,2.262018554633938,1.8401407410142454,2.162437615729199
7178,1.7399892314873961,2.4348299897405816,1.765862691994026,2.6213790387194207,1.8099684235702334,2.262018559029145,1.8401407410142336,2.1624376147771853
7179,1.739989222634605,2.434829585983104,1.7658626919237737,2.621378965346892,1.8099684235697957,2.262018563416608,1.8401407410142236,2.1624376138268655
7180,1.7399892137997954,2.434829182949866,1.765862691853705,2.6213788920795027,1.809968423569361,2.2620185677963263,1.8401407410142139,2.1624376128782448
7181,1.7399892049829409,2.4348287806397404,1.7658626917838287,2.6213788189171137,1.8099684235689277,2.2620185721683175,1.840140741014204,2.1624376119313102
7182,1.739989196183995,2.4348283790516048,1.7658626917141376,2.6213787458595825,1.809968423568494,2.2620185765326077,1.840140741014195,2.162437610986063
7183,1.7399891874029192,2.4348279781843365,1.7658626916446274,2.6213786729067414,1.8099684235680626,2.262018580889193,1.840140741014184,2.162437610042503
7184,1.7399891786396882,2.434827578036795,1.7658626915753037,2.6213786000584416,1.8099684235676334,2.262018585238101,1.8401407410141761,2.1624376091006203
7185,1.7399891698942545,2.4348271786078786,1.7658626915061706,2.6213785273145356,1.8099684235672044,2.2620185895793368,1.840140741014166,2.162437608160419
7186,1.7399891611665896,2.4348267798964724,1.7658626914372253,2.6213784546748897,1.8099684235667781,2.2620185939129223,1.8401407410141553,2.1624376072218956
7187,1.7399891524566597,2.434826381901439,1.7658626913684579,2.621378382139314,1.809968423566352,2.262018598238854,1.840140741014147,2.1624376062850463
7188,1.739989143764419,2.43482598462168,1.7658626912998765,2.6213783097076933,1.8099684235659272,2.2620186025571556,1.8401407410141353,2.1624376053498593
7189,1.7399891350898407,2.434825588056068,1.7658626912314759,2.6213782373798638,1.8099684235655065,2.262018606867855,1.8401407410141268,2.1624376044163496
7190,1.739989126432876,2.4348251922034985,1.7658626911632551,2.6213781651556745,1.809968423565086,2.2620186111709315,1.8401407410141188,2.162437603484501
7191,1.739989117793501,2.434824797062864,1.7658626910952233,2.6213780930349713,1.8099684235646663,2.2620186154664297,1.8401407410141073,2.1624376025543053
7192,1.7399891091716788,2.4348244026330432,1.765862691027375,2.6213780210176325,1.8099684235642475,2.262018619754353,1.8401407410140997,2.162437601625782
7193,1.7399891005673722,2.43482400891294,1.7658626909596984,2.6213779491034725,1.8099684235638294,2.26201862403471,1.8401407410140902,2.1624376006988983
7194,1.7399890919805379,2.434823615901439,1.7658626908922077,2.621377877292366,1.809968423563418,2.2620186283075183,1.8401407410140798,2.1624375997736816
7195,1.7399890834111462,2.434823223597437,1.7658626908248969,2.6213778055841463,1.8099684235630007,2.26201863257279,1.840140741014072,2.1624375988501057
7196,1.739989074859167,2.434822831999843,1.7658626907577675,2.621377733978687,1.8099684235625884,2.2620186368305433,1.8401407410140629,2.162437597928178
7197,1.739989066324561,2.4348224411075465,1.7658626906908144,2.6213776624758265,1.8099684235621787,2.2620186410807794,1.8401407410140522,2.1624375970079024
7198,1.739989057807281,2.4348220509194483,1.7658626906240438,2.6213775910754133,1.809968423561767,2.26201864532352,1.8401407410140433,2.1624375960892603
7199,1.739989049307317,2.4348216614344556,1.7658626905574468,2.621377519777299,1.809968423561362,2.262018649558781,1.8401407410140336,2.162437595172253
7200,1.7399890408246084,2.4348212726514653,1.7658626904910373,2.621377448581352,1.8099684235609519,2.2620186537865634,1.8401407410140258,2.1624375942568848
7201,1.7399890323591303,2.4348208845693744,1.7658626904247943,2.621377377487411,1.809968423560549,2.2620186580068875,1.8401407410140163,2.1624375933431508
7202,1.7399890239108546,2.434820497187106,1.7658626903587331,2.621377306495337,1.809968423560143,2.26201866221978,1.8401407410140063,2.162437592431042
7203,1.7399890154797362,2.4348201105035585,1.7658626902928478,2.621377235604959,1.8099684235597422,2.2620186664252264,1.8401407410139978,2.162437591520567
7204,1.7399890070657378,2.434819724517663,1.7658626902271368,2.62137716481617,1.8099684235593425,2.2620186706232634,1.8401407410139892,2.1624375906117033
7205,1.7399889986688377,2.4348193392282966,1.7658626901616075,2.621377094128797,1.8099684235589386,2.262018674813892,1.84014074101398,2.1624375897044725
7206,1.7399889902889922,2.4348189546344017,1.7658626900962482,2.621377023542696,1.8099684235585412,2.2620186789971313,1.8401407410139718,2.1624375887988547
7207,1.7399889819261662,2.434818570734871,1.7658626900310601,2.621376953057727,1.8099684235581424,2.262018683172987,1.8401407410139623,2.162437587894852
7208,1.7399889735803236,2.4348181875286388,1.7658626899660508,2.621376882673737,1.8099684235577498,2.262018687341479,1.8401407410139534,2.162437586992457
7209,1.7399889652514404,2.434817805014615,1.7658626899012122,2.6213768123905914,1.8099684235573548,2.2620186915026146,1.840140741013944,2.1624375860916842
7210,1.7399889569394626,2.4348174231917197,1.7658626898365541,2.621376742208126,1.8099684235569622,2.2620186956564163,1.840140741013934,2.1624375851925057
7211,1.7399889486443831,2.434817042058874,1.7658626897720644,2.6213766721262206,1.8099684235565683,2.2620186998028853,1.8401407410139268,2.16243758429494
7212,1.7399889403661348,2.4348166616150047,1.7658626897077407,2.621376602144711,1.8099684235561804,2.262018703942035,1.840140741013918,2.1624375833989684
7213,1.7399889321047104,2.434816281859026,1.765862689643597,2.6213765322634637,1.8099684235557914,2.2620187080738874,1.8401407410139108,2.162437582504597
7214,1.7399889238600659,2.4348159027898797,1.7658626895796221,2.621376462482323,1.8099684235554012,2.262018712198453,1.8401407410139012,2.1624375816118255
7215,1.7399889156321586,2.4348155244064706,1.7658626895158156,2.621376392801148,1.8099684235550175,2.2620187163157377,1.8401407410138915,2.162437580720638
7216,1.739988907420976,2.434815146707752,1.765862689452181,2.621376323219796,1.8099684235546323,2.262018720425753,1.8401407410138848,2.1624375798310487
7217,1.739988899226459,2.434814769692638,1.765862689388719,2.6213762537381258,1.809968423554246,2.2620187245285264,1.8401407410138741,2.162437578943043
7218,1.7399888910485897,2.4348143933600728,1.7658626893254254,2.6213761843559915,1.809968423553864,2.2620187286240614,1.8401407410138666,2.162437578056613
7219,1.7399888828873282,2.43481401770897,1.7658626892622966,2.6213761150732524,1.809968423553481,2.262018732712363,1.8401407410138577,2.1624375771717803
7220,1.7399888747426435,2.4348136427382885,1.765862689199342,2.621376045889758,1.8099684235531037,2.262018736793465,1.8401407410138482,2.1624375762885153
7221,1.7399888666144991,2.434813268446963,1.7658626891365543,2.6213759768053753,1.8099684235527256,2.2620187408673464,1.8401407410138415,2.1624375754068295
7222,1.7399888585028689,2.4348128948339127,1.76586268907393,2.621375907819946,1.8099684235523488,2.2620187449340596,1.8401407410138328,2.1624375745267153
7223,1.7399888504077032,2.434812521898089,1.76586268901148,2.6213758389333517,1.809968423551973,2.2620187489935892,1.840140741013824,2.162437573648176
7224,1.7399888423289882,2.434812149638441,1.7658626889491913,2.621375770145409,1.809968423551597,2.262018753045948,1.8401407410138138,2.1624375727712013
7225,1.7399888342666725,2.4348117780538914,1.76586268888707,2.6213757014560173,1.8099684235512215,2.262018757091173,1.8401407410138073,2.1624375718957887
7226,1.7399888262207288,2.434811407143403,1.765862688825116,2.621375632865019,1.8099684235508502,2.262018761129252,1.8401407410137995,2.1624375710219437
7227,1.73998881819113,2.4348110369059244,1.765862688763325,2.621375564372262,1.8099684235504783,2.2620187651602075,1.840140741013793,2.162437570149651
7228,1.7399888101778402,2.434810667340387,1.7658626887017015,2.6213754959776177,1.8099684235501088,2.2620187691840483,1.8401407410137829,2.162437569278917
7229,1.7399888021808292,2.4348102984457487,1.765862688640243,2.6213754276809493,1.8099684235497446,2.2620187732007886,1.8401407410137733,2.162437568409737
7230,1.7399887942000425,2.4348099302209647,1.7658626885789477,2.621375359482103,1.8099684235493747,2.26201877721045,1.8401407410137676,2.162437567542116
7231,1.739988786235478,2.4348095626649826,1.765862688517811,2.6213752913809336,1.8099684235490094,2.26201878121303,1.8401407410137574,2.1624375666760307
7232,1.7399887782870844,2.4348091957767544,1.765862688456845,2.6213752233773175,1.809968423548644,2.262018785208551,1.8401407410137502,2.1624375658114934
7233,1.7399887703548318,2.4348088295552386,1.7658626883960409,2.621375155471108,1.8099684235482816,2.2620187891970174,1.8401407410137427,2.1624375649485037
7234,1.7399887624386816,2.434808463999383,1.7658626883354003,2.621375087662144,1.8099684235479188,2.2620187931784375,1.8401407410137338,2.162437564087053
7235,1.7399887545386203,2.4348080991081638,1.7658626882749175,2.621375019950316,1.8099684235475564,2.262018797152851,1.8401407410137254,2.1624375632271393
7236,1.7399887466545911,2.4348077348805313,1.765862688214596,2.6213749523354726,1.8099684235471982,2.2620188011202367,1.8401407410137192,2.1624375623687575
7237,1.7399887387865784,2.4348073713154372,1.765862688154438,2.621374884817469,1.8099684235468374,2.2620188050806314,1.8401407410137096,2.1624375615119105
7238,1.7399887309345403,2.4348070084118656,1.7658626880944415,2.621374817396162,1.8099684235464835,2.26201880903404,1.8401407410137005,2.1624375606565933
7239,1.7399887230984477,2.434806646168763,1.7658626880346022,2.621374750071429,1.8099684235461275,2.2620188129804637,1.8401407410136958,2.162437559802796
7240,1.739988715278265,2.4348062845851035,1.765862687974926,2.621374682843113,1.809968423545771,2.2620188169199276,1.8401407410136865,2.1624375589505287
7241,1.7399887074739637,2.4348059236598547,1.7658626879154067,2.62137461571108,1.8099684235454176,2.262018820852436,1.8401407410136783,2.1624375580997914
7242,1.7399886996855116,2.434805563391982,1.7658626878560486,2.621374548675197,1.8099684235450657,2.2620188247780124,1.8401407410136703,2.16243755725056
7243,1.739988691912885,2.434805203780456,1.7658626877968426,2.621374481735319,1.809968423544714,2.262018828696649,1.8401407410136628,2.1624375564028377
7244,1.7399886841560328,2.434804844824254,1.7658626877378036,2.6213744148913167,1.8099684235443658,2.2620188326083897,1.8401407410136563,2.1624375555566457
7245,1.7399886764149264,2.434804486522348,1.7658626876789132,2.621374348143041,1.8099684235440179,2.2620188365132092,1.8401407410136468,2.1624375547119534
7246,1.739988668689549,2.434804128873704,1.7658626876201857,2.621374281490358,1.8099684235436713,2.2620188404111365,1.8401407410136386,2.1624375538687723
7247,1.7399886609798496,2.434803771877313,1.7658626875616124,2.621374214933123,1.8099684235433227,2.2620188443021965,1.8401407410136315,2.1624375530270923
7248,1.7399886532858175,2.434803415532153,1.7658626875031995,2.621374148471218,1.8099684235429767,2.2620188481863805,1.840140741013625,2.1624375521869177
7249,1.7399886456073972,2.434803059837189,1.7658626874449392,2.621374082104489,1.8099684235426328,2.2620188520637208,1.8401407410136161,2.1624375513482454
7250,1.739988637944571,2.4348027047914083,1.7658626873868373,2.621374015832798,1.8099684235422917,2.2620188559342127,1.8401407410136088,2.162437550511074
7251,1.7399886302973075,2.4348023503938014,1.7658626873288874,2.621373949656015,1.809968423541949,2.262018859797874,1.840140741013601,2.1624375496753916
7252,1.7399886226655714,2.4348019966433405,1.7658626872710972,2.62137388357399,1.8099684235416091,2.262018863654707,1.8401407410135953,2.1624375488411993
7253,1.7399886150493282,2.4348016435390196,1.7658626872134573,2.621373817586621,1.8099684235412716,2.2620188675047457,1.8401407410135857,2.1624375480084987
7254,1.7399886074485567,2.434801291079821,1.7658626871559744,2.621373751693731,1.8099684235409323,2.2620188713479914,1.8401407410135797,2.162437547177282
7255,1.7399885998632163,2.4348009392647434,1.7658626870986422,2.6213736858952053,1.8099684235405942,2.262018875184446,1.8401407410135704,2.162437546347555
7256,1.7399885922932752,2.434800588092764,1.765862687041461,2.621373620190894,1.8099684235402607,2.262018879014135,1.840140741013564,2.1624375455193063
7257,1.7399885847387004,2.4348002375628806,1.7658626869844367,2.6213735545806762,1.8099684235399216,2.262018882837052,1.8401407410135562,2.1624375446925375
7258,1.7399885771994708,2.434799887674071,1.7658626869275613,2.6213734890644043,1.80996842353959,2.262018886653235,1.8401407410135495,2.1624375438672514
7259,1.739988569675544,2.434799538425364,1.7658626868708396,2.6213734236419555,1.8099684235392588,2.262018890462683,1.8401407410135415,2.162437543043431
7260,1.7399885621669031,2.434799189815722,1.7658626868142697,2.6213733583131873,1.8099684235389286,2.262018894265404,1.8401407410135342,2.162437542221082
7261,1.7399885546735017,2.4347988418441666,1.7658626867578462,2.6213732930779625,1.809968423538597,2.262018898061415,1.8401407410135273,2.162437541400203
7262,1.739988547195313,2.434798494509677,1.7658626867015819,2.621373227936154,1.8099684235382671,2.2620189018507237,1.84014074101352,2.162437540580787
7263,1.739988539732312,2.4347981478112617,1.7658626866454579,2.6213731628876107,1.8099684235379407,2.262018905633348,1.840140741013513,2.1624375397628404
7264,1.7399885322844622,2.4347978017479375,1.765862686589495,2.621373097932222,1.8099684235376117,2.2620189094092944,1.840140741013506,2.1624375389463486
7265,1.7399885248517273,2.4347974563186763,1.765862686533677,2.62137303306983,1.809968423537287,2.262018913178568,1.8401407410134982,2.162437538131322
7266,1.7399885174340939,2.4347971115225047,1.7658626864780052,2.621372968300317,1.8099684235369644,2.2620189169411966,1.8401407410134911,2.16243753731774
7267,1.7399885100315162,2.434796767358422,1.7658626864224842,2.621372903623547,1.8099684235366376,2.262018920697177,1.8401407410134827,2.1624375365056174
7268,1.739988502643966,2.43479642382544,1.7658626863671085,2.621372839039371,1.8099684235363174,2.2620189244465343,1.8401407410134762,2.1624375356949463
7269,1.7399884952714133,2.4347960809225673,1.765862686311885,2.621372774547672,1.8099684235359959,2.262018928189269,1.840140741013471,2.1624375348857177
7270,1.739988487913831,2.4347957386488064,1.7658626862568083,2.621372710148312,1.8099684235356768,2.262018931925397,1.8401407410134627,2.162437534077939
7271,1.7399884805711934,2.4347953970031764,1.7658626862018727,2.621372645841157,1.8099684235353581,2.26201893565493,1.8401407410134554,2.1624375332716026
7272,1.739988473243454,2.4347950559846994,1.7658626861470914,2.6213725816260838,1.8099684235350395,2.262018939377877,1.8401407410134485,2.1624375324667087
7273,1.7399884659305895,2.4347947155923726,1.7658626860924536,2.621372517502938,1.8099684235347222,2.262018943094268,1.8401407410134425,2.162437531663251
7274,1.739988458632575,2.434794375825217,1.7658626860379598,2.621372453471609,1.8099684235344047,2.262018946804081,1.8401407410134343,2.162437530861224
7275,1.739988451349383,2.4347940366822645,1.7658626859836144,2.6213723895319485,1.8099684235340916,2.2620189505073545,1.840140741013429,2.162437530060638
7276,1.7399884440809723,2.434793698162521,1.7658626859294122,2.621372325683827,1.8099684235337776,2.262018954204084,1.8401407410134198,2.162437529261468
7277,1.7399884368273155,2.4347933602650094,1.7658626858753566,2.6213722619271262,1.8099684235334645,2.2620189578942904,1.840140741013414,2.16243752846374
7278,1.7399884295883965,2.434793022988754,1.7658626858214461,2.621372198261708,1.8099684235331537,2.2620189615779838,1.840140741013407,2.1624375276674295
7279,1.7399884223641606,2.434792686332776,1.7658626857676758,2.6213721346874252,1.809968423532845,2.2620189652551788,1.8401407410134016,2.162437526872534
7280,1.7399884151545946,2.4347923502961053,1.76586268571405,2.6213720712041675,1.809968423532538,2.2620189689258763,1.8401407410133928,2.1624375260790822
7281,1.7399884079596613,2.4347920148777575,1.7658626856605715,2.6213720078117912,1.8099684235322264,2.262018972590093,1.8401407410133868,2.1624375252870287
7282,1.7399884007793414,2.4347916800767666,1.765862685607227,2.621371944510171,1.8099684235319196,2.2620189762478438,1.840140741013381,2.1624375244964003
7283,1.7399883936135954,2.434791345892165,1.76586268555403,2.6213718812991718,1.8099684235316125,2.2620189798991417,1.8401407410133732,2.1624375237071733
7284,1.7399883864623922,2.4347910123229792,1.7658626855009836,2.6213718181786683,1.8099684235313067,2.2620189835439906,1.8401407410133643,2.1624375229193644
7285,1.739988379325709,2.4347906793682594,1.765862685448066,2.6213717551485267,1.8099684235310023,2.262018987182402,1.840140741013359,2.1624375221329597
7286,1.7399883722035163,2.434790347027002,1.7658626853952957,2.6213716922086108,1.809968423530702,2.2620189908143904,1.8401407410133526,2.1624375213479636
7287,1.739988365095781,2.434790015298265,1.7658626853426618,2.621371629358798,1.809968423530399,2.2620189944399662,1.8401407410133452,2.162437520564367
7288,1.7399883580024693,2.4347896841810917,1.7658626852901733,2.6213715665989685,1.809968423530097,2.262018998059145,1.8401407410133377,2.1624375197821792
7289,1.7399883509235592,2.4347893536745073,1.7658626852378223,2.621371503928963,1.8099684235297975,2.262019001671932,1.8401407410133346,2.1624375190013714
7290,1.7399883438590202,2.4347890237775554,1.765862685185614,2.621371441348678,1.8099684235294973,2.2620190052783515,1.8401407410133281,2.16243751822197
7291,1.739988336808825,2.4347886944892783,1.7658626851335413,2.621371378857982,1.8099684235292024,2.2620190088783905,1.84014074101332,2.162437517443961
7292,1.7399883297729395,2.4347883658087093,1.7658626850816133,2.6213713164567323,1.8099684235289026,2.262019012472078,1.840140741013314,2.162437516667344
